x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,target
49.63,9.84,31.49407572650102,0,6,,19.94,58.55,22.51,51.2,10.39,0
51.14,1.52,21.307262783496803,1,5,,,53.18,17.44,56.2,11.96,0
42.05,6.82,18.25413289308644,1,7,43.96,30.81,,19.86,,10.26,0
35.71,6.01,62.21429551962963,1,3,68.56,19.43,,,60.5,13.34,1
50.66,6.56,9.051139543148809,1,8,,23.17,62.79,17.35,51.8,14.66,0
38.46,8.32,10.37450601884343,2,9,64.33,29.83,,17.06,55.6,14.67,0
41.88,7.42,18.776082056840156,1,0,50.41,20.82,58.13,17.31,61.4,7.27,0
45.3,2.77,,0,4,65.45,,,23.94,,11.67,0
44.15,4.5,12.68302128531828,0,7,60.51,24.82,39.78,23.16,66.1,6.19,0
38.78,5.79,15.73061365703602,1,5,70.55,27.04,61.26,26.31,57.0,9.17,0
34.7,2.47,7.5396207282871055,2,4,64.58,24.84,47.65,23.07,51.8,15.62,0
47.29,5.27,19.235396999647726,1,5,,28.36,50.62,21.37,60.3,10.49,0
26.51,4.56,9.191013932915721,0,2,21.22,48.4,40.67,12.51,64.5,18.11,1
44.33,7.36,11.301063985826309,0,5,69.8,37.1,54.58,17.4,53.1,11.21,1
43.9,,,1,10,53.05,28.0,51.59,,56.4,10.82,0
45.7,2.13,6.681605049747718,1,8,34.79,26.86,57.8,20.25,58.6,10.94,1
39.43,0.52,9.665982171645634,1,6,64.64,20.76,55.42,14.69,54.5,13.9,0
43.56,1.5,31.753100395213835,1,2,58.81,35.89,,,,10.4,1
47.58,6.6,15.105821939560062,1,4,,,60.9,21.54,57.4,10.77,0
34.7,2.65,15.709160585480618,1,8,68.45,,46.64,23.56,51.0,14.56,1
42.4,4.2,15.401276417438385,1,4,70.07,37.58,65.27,17.77,62.4,8.27,0
44.69,9.59,17.02890082671795,1,6,67.38,27.6,,15.7,62.1,8.23,0
33.19,3.57,10.734121816911289,2,5,70.65,19.55,46.07,18.83,51.6,6.01,0
35.38,3.29,29.37489753489598,0,5,74.69,25.59,55.35,23.75,53.1,8.68,1
53.11,6.6,11.741781786942145,1,4,,35.96,51.11,22.14,63.5,8.7,0
49.3,2.32,10.60316804841376,2,5,,28.22,64.06,15.26,60.8,12.4,0
36.81,9.59,19.461601821154964,0,7,72.03,29.93,53.08,18.16,66.4,11.1,1
47.09,5.76,12.445406503591762,1,6,,22.41,52.09,19.93,,10.44,0
44.89,8.66,9.412991419792863,1,6,47.57,20.01,50.77,19.56,51.4,11.93,0
51.88,6.64,44.63692901528282,0,6,,18.93,68.71,15.51,,7.56,0
50.04,0.29,9.281258141204523,2,2,,,41.29,25.09,65.4,8.16,0
25.0,9.01,,1,6,63.35,26.35,47.22,16.03,57.8,9.6,1
39.93,0.2,20.29876848265519,0,7,46.28,25.49,50.01,12.9,60.3,10.25,1
51.69,7.07,11.735427358791288,2,6,,32.86,54.59,23.98,66.4,9.39,0
53.5,5.41,,0,4,,47.03,51.86,17.49,56.2,9.76,0
37.71,6.2,15.928884659264014,0,2,70.27,29.64,50.29,23.68,53.5,29.69,0
33.39,7.16,36.163337482056974,0,6,69.46,32.99,51.84,18.15,63.1,8.3,1
43.83,3.74,,1,4,68.59,40.24,55.56,21.18,59.0,6.19,0
37.53,0.87,16.97451174054392,0,5,26.23,26.84,48.29,21.42,65.9,9.73,0
41.92,6.53,12.356479413128936,1,4,70.08,27.1,59.43,18.82,53.3,10.08,0
33.83,8.66,30.015471516547443,1,2,71.13,43.16,63.52,25.54,,11.96,1
47.4,6.73,16.680187302396057,1,6,,23.58,,20.28,56.0,7.57,0
46.03,,,1,6,,24.72,47.08,20.48,66.9,8.31,0
45.25,5.25,10.868214817568399,0,7,67.05,20.35,51.84,19.76,,16.75,0
34.33,6.13,10.63669499598829,1,7,68.97,31.45,44.6,22.93,55.5,10.81,1
30.2,5.18,20.60631765235951,0,4,64.47,30.71,50.49,21.07,66.5,8.02,1
33.07,0.15,15.59690845541641,2,1,57.52,24.66,54.25,25.93,66.2,16.95,1
45.51,1.7,8.030471033299248,2,4,68.32,20.27,51.3,19.33,61.7,9.8,0
29.42,,,1,5,70.67,24.46,54.81,14.66,56.7,9.6,1
46.64,2.89,18.711802259681566,1,10,,29.77,,19.43,65.6,17.62,0
54.45,3.19,7.042032658681742,2,6,,,47.74,22.45,53.0,9.6,0
37.62,2.38,27.21558076881837,0,6,63.11,,,,57.9,10.24,1
40.72,9.02,18.26451906530927,0,6,44.68,27.31,46.97,17.24,61.4,15.91,0
48.93,7.46,9.454509401259468,0,5,,23.45,,,54.8,8.07,0
48.44,0.1,42.56837886929584,1,6,,24.49,55.68,18.94,53.5,9.16,0
37.7,1.96,14.151385301367942,0,7,68.1,22.17,51.64,19.23,61.7,13.31,0
40.81,9.49,13.425465846710509,0,5,71.0,24.59,51.49,20.67,62.7,9.07,0
42.89,5.48,46.64849376379646,2,4,27.94,24.39,45.58,23.2,60.8,11.73,0
40.18,5.15,50.55886246873053,2,6,78.29,21.23,55.26,17.85,56.9,6.19,0
46.1,5.23,35.67173210892961,0,4,,23.91,58.69,15.74,57.4,7.86,0
44.36,9.71,10.478404874762226,2,3,68.91,,41.66,14.37,60.3,9.17,0
51.21,9.34,11.794624628360419,2,4,,26.15,,23.73,61.4,22.17,0
30.09,6.77,,2,4,71.75,26.95,52.31,,61.7,14.06,1
50.35,5.42,26.328873217218057,0,5,,20.89,72.26,22.63,63.2,9.93,0
47.78,,,2,5,,40.77,52.54,14.61,59.1,9.09,0
41.13,2.62,9.951948244841955,2,5,68.24,25.43,58.87,22.29,,9.92,0
44.99,7.18,7.905515116262692,1,4,76.06,24.4,48.68,15.92,53.0,11.36,0
48.91,4.38,9.08098668354673,1,3,,34.63,63.42,17.52,55.3,6.08,0
44.18,,,0,7,74.55,28.34,60.02,19.6,64.6,8.86,0
40.33,2.83,10.35349964894025,1,5,37.79,32.76,56.31,21.52,55.3,8.3,0
44.05,,,2,7,62.26,32.45,60.04,19.05,55.9,10.22,0
37.19,,,0,6,78.27,28.72,47.89,17.69,53.0,12.39,0
32.89,7.25,,0,4,54.08,40.96,52.66,,55.5,8.79,1
35.94,5.59,,2,7,67.65,28.71,48.07,16.47,52.5,11.15,0
36.67,9.89,21.247197828820784,0,6,73.6,22.76,54.48,19.06,66.7,19.6,0
43.41,4.01,22.751482732963254,0,7,70.15,21.04,55.61,23.75,60.0,16.71,0
47.64,6.87,15.465854527586384,2,5,,25.45,45.25,21.01,62.8,15.85,0
43.8,3.97,26.403591758777594,1,4,76.12,,,13.13,56.3,7.05,0
52.28,0.88,21.635371093523943,1,9,,21.81,47.37,25.26,65.1,10.08,0
41.47,8.48,30.025922080404687,1,3,73.7,31.56,50.59,15.1,64.8,10.41,1
37.59,,,2,1,62.01,30.4,48.44,21.23,53.9,7.7,0
37.01,7.54,16.597316766249648,0,7,60.1,23.13,65.0,22.38,52.7,11.29,0
35.79,7.67,9.182902508403519,1,6,63.96,39.61,58.86,15.22,,8.73,1
39.97,3.32,10.808264030453383,1,7,65.62,22.78,49.34,16.59,54.0,6.81,0
51.73,2.3,13.625299871664264,0,2,,,62.4,20.63,51.8,8.11,0
31.81,6.33,10.520985050840961,1,3,69.28,39.39,67.41,19.63,62.2,8.77,1
45.99,4.11,12.269142329082609,1,1,67.81,24.62,60.99,19.63,52.7,14.29,0
42.04,8.39,11.15168531467274,2,2,70.16,29.7,48.77,14.63,56.9,14.2,0
48.02,7.36,12.22318440989799,1,9,,38.11,58.36,19.1,63.5,8.43,0
38.89,5.25,8.152869750842711,1,5,68.01,41.59,54.93,20.35,50.1,10.99,0
47.27,3.32,18.888958408652737,1,3,,,53.43,18.38,56.4,9.19,0
38.73,8.75,12.016951563744136,0,6,68.38,23.06,57.68,19.88,50.7,9.41,0
46.64,4.43,17.5579025655839,1,3,,37.08,70.67,27.54,59.5,9.63,0
28.54,6.12,7.78977732455399,2,1,71.29,22.57,60.95,17.04,50.1,9.46,0
45.7,3.85,30.70825661784673,1,4,61.26,36.78,63.18,16.49,,16.24,0
47.48,7.57,11.752155913901184,1,3,,50.79,53.35,18.77,58.9,9.61,0
31.13,7.76,23.819024009715253,1,10,56.95,20.86,47.79,17.44,57.3,15.8,0
48.24,6.12,10.35602981803019,0,5,,69.05,51.96,17.98,65.4,6.51,1
34.36,4.42,22.27444955249713,1,5,71.68,56.48,43.46,14.17,52.6,5.92,1
49.24,8.42,26.650111029373285,1,4,,18.49,,21.36,57.5,9.75,0
42.31,7.99,13.875994328449107,1,6,65.83,48.24,62.43,26.28,63.6,9.76,1
47.16,2.31,9.429063222364594,0,4,,22.75,43.79,16.2,59.9,8.26,0
44.98,9.14,20.58313202258651,0,2,57.64,42.4,30.33,17.91,59.4,8.56,0
33.99,8.37,7.529849174691374,0,4,57.62,26.27,51.54,21.29,51.4,9.63,0
53.23,8.32,10.45372119019267,0,5,,22.09,52.78,21.25,59.8,12.88,0
50.93,,,1,7,,18.48,,18.55,51.9,12.78,0
35.27,7.58,20.786312699142275,0,7,60.85,,50.98,18.04,58.5,12.95,1
46.4,7.51,,0,5,,31.6,51.22,20.12,,11.46,0
45.68,1.27,9.59993042945397,0,5,32.79,28.39,,19.73,61.9,6.84,1
37.71,3.71,24.397251584135297,2,5,64.42,27.13,54.88,15.07,58.3,13.32,0
35.18,8.17,37.672567587752994,1,3,65.11,61.99,61.2,20.5,51.0,13.02,1
51.46,8.29,17.919265327251733,2,3,,16.85,38.88,22.6,55.6,10.45,0
39.71,5.21,15.753541970049096,1,8,40.61,21.23,60.56,18.19,64.5,11.71,0
48.85,2.87,7.040031554900498,2,5,,27.25,69.65,15.61,50.2,12.03,0
55.83,8.89,14.082271779168352,0,6,,25.44,54.88,19.87,65.4,8.64,0
45.92,1.18,11.826893857014522,1,5,61.36,25.05,58.58,13.84,,8.92,0
36.32,0.6,18.423800012913013,1,4,69.44,47.94,49.65,,61.4,9.55,1
49.42,7.61,11.559194545904742,0,5,,29.49,42.85,22.54,59.8,6.65,0
32.92,6.77,12.214805309550968,0,5,74.72,22.33,42.57,20.16,55.7,13.67,0
36.18,,,0,1,68.64,44.7,51.97,14.08,,7.44,1
63.05,8.72,,0,5,,26.2,55.16,20.15,55.6,10.35,0
36.98,4.37,10.823449751628322,0,2,69.81,25.9,53.96,19.09,,9.79,1
45.0,6.06,12.858213537841133,1,5,67.22,37.5,54.33,19.32,63.1,13.11,0
35.14,8.4,12.980973811874112,2,7,68.7,18.13,53.04,17.9,53.2,9.32,0
41.7,7.12,,1,7,47.99,20.67,61.87,21.42,62.2,7.74,0
43.96,9.86,30.385614735339963,1,5,60.78,28.09,63.77,21.23,51.6,5.76,0
24.0,7.95,28.302227053196876,1,7,68.26,39.01,72.11,16.47,51.8,7.56,1
37.95,2.49,17.339349017201144,1,9,70.0,27.42,,18.31,57.4,12.0,0
47.18,1.92,,2,6,,17.56,46.9,17.48,64.8,8.46,0
48.61,9.59,27.348463424759277,1,7,,,49.3,20.3,,13.89,0
44.89,8.49,16.72973540091316,1,6,69.59,30.5,48.8,20.37,57.2,9.6,0
35.89,9.4,16.546193526167876,1,8,79.18,16.66,48.33,20.11,58.9,17.33,0
45.28,2.38,15.710343430689203,1,8,68.72,27.44,43.93,19.77,58.7,9.98,0
39.07,7.04,13.946299852867826,2,7,62.41,23.01,45.18,19.68,,10.75,0
37.1,0.95,20.12898087951953,1,4,70.88,,47.1,17.06,52.9,6.72,0
42.49,9.48,32.31911031373442,1,9,65.2,22.21,44.87,18.43,,11.18,0
58.44,5.24,12.416897713428845,2,2,,37.82,50.95,22.89,57.2,9.81,0
36.17,4.01,11.760938501046281,1,7,44.21,24.28,50.41,18.16,52.4,11.93,0
49.77,7.8,20.46219146170222,1,6,,18.98,62.65,16.74,57.3,6.6,0
44.26,9.24,18.618222641353988,1,3,64.93,40.54,54.76,20.42,54.0,9.06,0
32.08,6.8,7.484323570235432,1,6,60.44,25.15,57.21,16.1,54.8,7.05,0
36.09,1.35,19.02800220617038,0,2,71.34,30.22,40.77,18.88,57.1,6.87,1
41.28,0.32,34.73332649686337,1,3,68.85,36.56,46.52,,52.2,14.14,1
39.15,9.63,29.701768835116773,2,2,61.67,28.37,,,52.7,17.74,0
44.29,6.96,9.880522734126211,1,5,74.78,,56.63,23.92,56.9,7.63,1
35.51,4.86,8.311630881376205,2,5,72.39,41.85,60.52,24.15,63.6,16.44,1
35.35,2.92,19.08581684893516,1,7,70.32,17.72,,,62.5,9.39,0
49.49,4.06,15.766098936840862,1,4,,19.59,48.59,16.93,54.8,10.11,0
42.22,2.94,7.730062206861567,1,2,70.16,29.19,63.28,20.83,56.5,7.39,0
36.49,7.33,8.28239802649272,0,7,65.68,25.1,51.26,20.61,65.9,10.65,0
42.44,3.12,13.97927056181691,0,4,51.72,26.74,37.83,19.24,,9.65,0
55.29,1.94,13.633694284515457,2,3,,25.94,62.64,18.67,59.1,6.04,0
38.36,2.18,18.08338206893549,1,4,63.58,36.22,61.25,13.77,52.4,11.98,0
32.01,,17.240756160802146,0,6,66.4,,51.36,18.16,,7.99,1
48.98,9.26,,1,12,,30.26,66.77,16.92,52.0,11.51,0
56.17,6.47,18.619641551860777,1,9,,23.27,,22.19,51.1,15.71,0
51.23,3.18,19.648091615156435,0,7,,19.72,53.11,17.65,,14.85,0
33.2,3.79,21.281601077208165,1,3,71.69,23.9,41.75,17.95,,6.37,1
27.96,8.63,14.798473536088311,0,3,61.18,20.11,56.04,13.35,56.6,8.56,0
51.21,4.12,9.289686005538424,1,5,,30.9,,23.1,59.6,10.87,0
41.1,2.94,11.220979563496783,1,6,62.82,20.32,41.32,18.52,66.6,11.45,0
45.88,6.87,21.716736603905886,1,6,68.41,18.45,52.38,18.43,51.7,18.4,0
41.02,3.88,29.62228833785148,1,9,57.06,19.54,48.21,16.4,,10.11,0
54.08,7.7,21.275802497534208,1,8,,25.51,50.69,20.39,63.9,13.31,0
42.81,2.32,,1,3,69.42,24.64,46.07,20.58,52.1,10.48,0
40.07,5.77,23.881642568507992,1,4,75.21,34.73,49.23,21.85,65.4,8.39,1
43.26,8.31,,2,2,64.18,36.37,59.11,20.91,53.0,11.34,0
33.86,8.32,16.82280773656014,0,8,62.69,26.18,61.67,18.42,62.6,8.34,1
43.39,,,1,9,58.03,36.48,47.33,12.31,61.2,8.43,0
41.6,0.01,9.761485690688147,1,11,61.71,34.19,60.79,17.65,57.5,12.37,0
27.4,0.37,12.310914838024157,2,4,49.83,,,15.45,55.0,8.58,1
34.2,8.21,17.556714256324003,1,2,68.08,23.43,63.91,17.45,,14.69,1
33.39,5.77,7.617381267109914,0,8,75.34,45.12,51.78,21.88,61.9,7.32,1
31.16,2.88,20.135930700859305,0,5,67.98,17.2,59.21,19.17,65.1,16.86,1
44.64,6.05,10.398085653939672,1,3,58.84,23.09,56.33,14.7,59.2,12.3,1
50.03,,22.13230354500722,2,3,,,57.42,23.51,56.1,7.56,0
44.37,9.87,,1,6,72.19,22.07,,,61.9,15.61,0
31.71,3.97,25.34944602115506,2,4,55.53,31.89,62.17,17.62,63.6,9.83,1
29.61,5.47,13.913588850421375,0,3,70.98,29.02,44.54,20.33,57.1,8.25,1
47.54,7.81,,2,3,,42.93,54.16,20.27,62.4,13.8,0
39.89,2.42,14.550982842778009,0,7,65.1,30.47,53.94,18.79,66.4,9.7,0
41.33,,,2,2,64.35,32.32,58.49,26.16,66.1,8.47,0
32.94,3.58,9.356626718775589,1,7,55.15,22.4,47.42,13.97,,9.74,0
27.8,4.82,10.307863399507472,1,6,65.05,129.32,55.99,17.29,60.3,5.73,1
57.5,,9.362382446580089,0,2,,20.7,57.61,26.29,51.4,11.64,0
37.73,5.73,13.53573630610504,1,7,64.5,26.27,53.69,18.9,57.7,13.75,1
40.62,4.15,9.89312708039298,1,5,63.78,,64.04,,54.6,7.79,0
33.94,3.02,10.27580038009489,2,3,53.08,37.64,47.67,19.85,,10.12,1
52.65,3.49,23.70750371979262,0,5,,28.32,,18.68,52.2,6.37,0
39.45,,,1,8,68.08,19.7,,20.35,65.7,13.94,0
40.79,2.2,29.208458125382222,1,2,58.09,,46.45,20.43,52.1,8.32,0
42.21,,,1,9,64.81,31.3,49.17,18.83,60.7,13.93,0
41.8,4.26,19.549358957934224,0,3,61.69,26.96,48.36,20.52,53.1,6.51,0
51.8,3.52,11.719098736744083,1,3,,30.96,43.79,17.12,54.9,10.76,0
29.12,4.14,13.280203503950467,1,4,72.03,19.57,52.24,18.95,55.9,11.09,1
46.25,4.29,26.003143671786134,0,10,,18.05,50.39,22.36,62.0,7.94,0
37.5,2.88,32.23545811274606,1,6,60.8,70.5,57.6,20.79,50.8,8.73,1
38.97,3.92,,2,3,73.83,,52.66,16.55,56.8,13.48,0
37.5,6.11,11.860407909124405,0,7,47.01,,51.29,17.91,61.5,8.3,0
44.8,8.92,,2,6,70.23,,56.43,,61.1,6.9,0
32.82,2.9,28.4685502510197,1,3,48.53,23.01,47.57,17.47,57.3,12.47,0
38.02,,,0,7,58.56,29.91,45.53,13.76,55.6,7.01,0
45.72,1.58,22.91103998096292,0,5,58.8,21.38,52.63,16.85,,6.37,0
37.78,0.32,18.4187850064305,2,6,67.5,28.21,57.39,20.43,52.3,7.26,0
38.44,8.99,18.113940786298226,1,6,71.1,19.25,47.21,17.48,55.4,5.45,0
44.41,6.9,21.021340567591363,0,2,58.01,,43.72,18.1,59.3,8.83,0
42.39,0.78,10.215493603001988,1,9,71.63,21.66,48.44,17.52,66.7,11.64,1
39.42,7.24,12.09666354768741,0,3,70.61,23.62,54.03,21.65,58.9,8.02,0
42.14,3.54,8.07894960751041,1,5,65.52,,63.97,19.97,64.6,15.74,0
35.56,,,2,4,70.82,65.54,46.29,18.91,56.9,5.85,1
47.74,3.43,25.991407361372445,1,9,,24.88,41.35,13.05,66.5,9.77,0
34.09,4.71,16.095660390717708,1,2,60.04,27.67,52.16,16.26,62.0,10.17,1
30.5,8.97,12.38137432985835,2,5,54.51,19.93,57.08,16.44,56.7,10.96,0
44.7,8.26,17.0027083107516,2,5,61.95,29.15,46.76,18.06,60.5,15.34,0
32.51,3.8,16.273089253475142,2,5,62.86,23.12,53.65,20.01,59.3,10.4,1
35.01,3.91,8.332385502633707,1,3,53.99,25.66,48.41,18.57,51.2,5.82,0
40.18,,14.619265201380701,1,7,82.52,21.07,49.48,21.02,62.1,6.29,0
46.63,5.68,20.317442233633685,0,3,,27.8,51.31,19.73,52.3,6.11,0
38.32,1.14,12.784922427251335,0,9,68.71,37.99,51.36,18.53,57.3,6.82,1
38.56,,15.497817583389603,0,5,28.22,20.92,41.86,16.76,51.0,11.6,0
38.65,8.66,,1,5,60.29,,55.99,20.13,,11.94,0
44.26,8.23,18.147137666857233,0,2,72.49,36.48,56.12,24.27,64.4,15.02,0
38.05,0.28,19.008582222512366,2,6,63.67,20.04,33.75,19.07,58.7,7.21,0
43.28,2.99,35.42065673332191,0,4,61.47,,59.33,21.33,51.8,15.74,0
51.1,2.27,8.634664625352807,0,11,,41.45,61.35,19.59,63.4,14.64,0
40.01,4.11,12.89222760829023,1,7,63.62,66.06,46.43,13.15,50.7,6.31,1
38.97,9.5,23.55606881606554,2,10,53.99,37.82,56.73,18.46,56.2,7.93,0
35.05,7.78,,2,5,65.32,32.54,60.15,19.86,,9.7,1
36.25,5.28,38.2362060645557,0,2,69.35,43.22,57.09,14.05,60.6,7.41,1
32.87,9.93,16.358839038324632,0,7,61.01,24.43,60.92,18.49,55.6,9.24,0
33.85,,,1,3,69.2,22.62,52.07,19.35,66.2,11.85,1
37.47,,,2,12,49.72,,40.8,15.89,60.6,6.73,0
43.88,3.51,15.237989604318226,0,9,81.53,24.43,55.4,19.66,56.5,13.26,0
44.91,8.2,23.700172072309762,0,5,62.11,32.83,48.08,18.87,,10.6,0
38.5,4.86,32.074619907501315,2,3,44.85,43.85,45.94,18.38,55.4,8.41,1
43.75,,,0,2,54.63,26.75,58.31,21.61,60.2,7.71,0
32.42,1.49,50.21786833701731,1,2,60.26,,48.68,20.86,59.6,7.97,1
55.96,7.94,82.53629688871129,1,1,,,46.03,15.6,65.3,9.59,0
58.79,9.64,19.2364111344679,1,5,,,60.68,18.44,66.2,10.39,0
40.67,7.86,9.505978683485642,1,10,67.54,22.51,58.27,,51.6,11.45,0
45.03,9.76,,1,6,57.66,,47.86,21.32,52.3,10.89,0
42.2,1.84,8.158058181974539,0,6,70.21,22.5,59.26,19.9,57.4,9.58,0
46.95,6.28,19.28021506239351,1,5,,24.5,55.1,19.55,59.2,10.45,0
37.09,4.41,23.602570146092972,1,2,67.36,22.91,45.21,18.83,,10.54,1
30.89,0.37,11.252961289098181,1,4,59.57,19.47,49.33,18.99,55.2,8.51,0
47.15,7.79,12.63393083734623,1,7,,24.18,56.06,26.69,54.0,7.56,0
33.88,1.75,13.895515901111587,1,3,74.39,22.96,68.61,18.58,64.7,9.32,1
43.96,9.25,17.236822645748358,0,4,80.12,37.88,58.78,22.81,,10.8,1
35.06,2.25,22.943363515917895,1,4,35.15,24.85,43.23,23.63,57.6,9.75,0
36.12,2.61,13.515624189135522,0,4,70.93,,56.31,11.8,,6.38,0
48.38,,,0,4,,21.03,43.05,18.41,63.2,15.52,0
52.78,3.04,21.42231054521148,0,5,,30.88,43.82,23.01,63.6,6.13,0
40.43,8.48,13.904195362864355,0,1,66.3,22.95,46.86,16.94,62.7,9.66,0
38.56,7.41,12.412822087203445,1,8,66.0,38.05,55.08,19.24,52.1,10.21,0
43.6,8.66,9.575279799124067,0,3,65.45,30.45,41.46,23.8,55.6,8.43,0
37.7,0.72,9.511964058561714,2,7,70.82,29.32,52.16,18.65,50.9,13.44,0
29.41,4.73,14.241025216855665,1,8,57.5,21.96,50.8,,55.8,8.81,0
41.37,3.86,13.987135244139203,2,7,70.06,38.36,57.87,18.21,57.6,13.31,0
25.87,6.58,16.698121468456318,1,3,66.48,16.89,,22.85,53.9,10.67,1
44.51,9.08,17.192543932971248,1,3,68.52,,58.64,16.01,65.0,7.01,0
37.99,6.06,12.910109060033239,1,4,48.5,24.42,58.08,18.8,52.1,6.21,0
42.84,8.35,16.867335316198073,2,3,66.03,20.96,38.61,22.53,56.3,10.32,0
31.23,8.83,20.01617982584841,1,7,67.52,19.04,47.89,18.04,64.7,7.77,1
36.27,4.77,19.312502592069183,1,7,22.84,,49.25,14.18,54.0,6.24,0
45.47,4.18,15.237012452597318,0,3,75.9,25.26,53.45,18.95,63.7,9.36,0
51.03,4.75,21.213404931739362,0,6,,28.06,50.05,17.24,,13.46,0
47.36,3.07,13.179999667486346,2,9,,36.28,45.86,21.57,58.7,6.66,1
44.19,1.86,,2,6,58.13,24.94,48.3,18.1,51.6,6.98,0
33.72,7.48,20.186188741326006,0,7,67.41,25.76,45.69,19.6,64.4,13.03,1
45.49,9.46,23.794221041106113,0,11,65.44,29.76,49.02,19.23,56.9,14.52,0
42.42,5.13,9.971749472175667,2,5,70.43,29.07,52.33,16.67,,10.45,0
39.28,3.36,7.921878268599199,2,7,65.8,,43.27,20.92,,10.51,0
50.6,1.14,7.882300584410403,2,4,,32.0,41.43,16.49,64.5,11.49,0
36.12,6.41,18.255437138253505,1,5,54.61,18.11,57.8,19.96,57.0,13.81,1
53.79,1.77,10.614494518703253,1,2,,24.48,71.68,23.39,52.5,10.6,0
36.98,7.88,10.161012046336912,1,7,60.63,22.62,44.49,17.29,61.2,5.67,0
36.77,4.37,18.815655845779325,2,1,68.69,,55.17,22.65,56.1,14.98,0
40.81,,,2,4,48.3,23.95,48.35,21.22,57.1,11.95,0
32.27,6.46,14.973509061392704,1,2,81.56,30.71,43.39,25.72,,11.48,1
38.21,8.75,9.321298898956924,1,6,67.44,38.98,55.04,17.12,62.2,11.1,1
42.04,8.19,11.54297877107311,0,4,69.9,,,,64.1,13.49,0
29.63,9.49,15.274111108212967,2,4,65.06,24.84,44.97,26.19,61.7,9.11,1
35.69,,,1,6,57.24,26.37,45.33,20.23,52.8,19.32,0
31.76,8.83,9.057831890052897,0,3,73.37,21.87,50.2,18.57,51.7,5.6,0
38.41,,,1,2,68.0,29.94,46.97,15.79,51.8,7.62,0
49.45,7.29,,1,6,,25.95,58.79,16.32,57.3,8.83,0
38.44,8.69,12.228367706726203,2,9,58.46,25.17,66.55,21.38,,11.41,0
40.16,0.46,9.831265553758502,2,5,66.67,31.13,63.0,17.4,,6.14,1
43.05,7.41,7.257357392846799,1,2,74.26,17.78,52.92,19.11,60.7,6.59,0
33.71,7.98,18.233126897779048,1,5,68.34,24.37,,17.43,56.5,15.2,0
43.06,3.49,8.385851445233817,0,8,63.66,,59.65,21.23,63.2,17.26,0
37.84,3.22,14.417177843321259,2,6,68.96,43.73,50.92,16.1,63.4,10.14,1
36.95,9.83,28.099109007439452,0,4,60.09,23.52,45.12,15.31,,16.9,0
29.51,6.37,30.120145801131304,1,4,72.55,23.75,60.54,17.74,,7.43,1
37.05,3.07,8.253702943897773,1,3,59.15,23.18,46.41,19.1,65.1,15.42,0
48.71,1.87,7.6173968614240035,1,6,,32.49,54.6,23.6,58.4,11.07,0
49.92,7.19,22.976865846017038,1,6,,31.7,59.74,20.02,,8.36,0
39.41,0.95,12.067759804008425,1,9,35.63,51.44,57.08,20.71,59.3,8.61,1
41.97,1.21,30.821470445330405,1,3,57.11,23.75,62.07,20.27,55.4,21.95,0
38.53,6.19,22.19397302532004,0,3,70.44,24.13,45.75,15.6,61.0,7.42,0
33.79,5.22,10.095357221090074,0,2,65.59,39.79,66.39,21.62,58.4,8.43,1
28.9,0.45,27.505851436786955,2,1,78.6,,54.11,23.43,52.8,13.89,1
53.41,5.25,10.486593091945805,2,4,,42.45,58.13,11.65,59.5,10.2,0
34.6,9.34,10.99150031328092,0,8,64.98,18.9,35.51,19.07,60.3,6.04,0
42.99,6.37,11.582745796300133,1,8,46.42,,54.8,19.77,65.9,9.96,0
52.37,8.04,14.409140538072206,0,4,,25.64,48.3,21.66,66.4,7.83,0
38.87,9.04,14.926077920769282,2,9,67.03,,57.39,18.34,62.9,11.22,1
40.41,4.76,25.547515806006956,1,4,41.46,,50.55,24.31,65.1,7.77,0
43.44,7.27,7.363002900945923,1,9,36.13,,54.78,18.15,57.6,12.28,0
39.11,5.82,15.58754960754824,1,1,67.52,20.87,54.84,20.58,56.8,8.91,0
43.38,8.82,24.8200190284713,1,4,67.87,20.97,55.28,22.73,66.2,12.52,0
39.29,6.07,14.896792520880116,1,5,71.62,23.97,53.96,15.44,60.9,8.1,0
49.58,8.1,25.947933897338604,1,3,,,36.88,20.88,62.3,14.32,0
45.1,7.05,28.320973484885766,0,4,26.04,24.9,43.84,18.2,,10.22,0
33.43,2.27,10.058303877115653,2,6,56.61,40.22,55.64,16.09,61.0,13.51,1
32.42,4.41,27.25496025067477,0,2,73.03,23.89,54.23,24.85,58.1,15.11,1
37.25,8.55,9.478374591645128,0,3,67.5,25.13,36.56,18.4,53.9,9.71,0
37.49,4.44,21.55392599348942,2,2,74.45,20.84,62.43,15.3,65.5,20.36,0
36.6,3.73,10.692346051304362,1,11,69.07,51.23,,19.78,66.5,16.48,1
48.27,9.42,24.221625896546502,1,6,,20.62,42.25,16.37,60.2,6.35,0
36.76,5.24,29.6189350880492,1,1,74.65,,36.18,12.34,50.0,9.72,1
38.62,8.25,22.189931120814684,0,6,24.87,,45.84,21.71,54.6,6.29,1
42.82,3.36,9.099375712752126,2,6,62.04,21.1,44.85,18.81,,7.39,0
27.94,2.24,9.106726013447478,1,2,72.52,18.42,40.18,18.37,54.9,12.3,1
44.86,3.96,56.55739354093987,1,3,67.36,33.42,57.64,23.03,65.8,6.89,1
45.91,1.43,,0,9,78.35,32.29,57.78,21.7,57.8,9.94,0
